,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
3538,2,0.802,0.241,0.04,0.298,0.0,0.198,0.003
3539,1,0.785,0.295,0.044,0.319,0.0,0.206,0.003
3540,1,0.781,0.346,0.044,0.34,0.0,0.234,0.003
3541,1,0.791,0.37,0.045,0.362,0.0,0.253,0.003
3542,1,0.762,0.373,0.049,0.383,0.0,0.269,0.003
3543,1,0.747,0.369,0.045,0.404,0.0,0.282,0.003
3544,1,0.724,0.367,0.044,0.426,0.0,0.284,0.003
3545,1,0.725,0.363,0.045,0.447,0.0,0.293,0.003
3546,1,0.691,0.361,0.045,0.468,0.0,0.291,0.003
3547,1,0.744,0.357,0.045,0.489,0.0,0.283,0.003
3548,1,0.72,0.343,0.045,0.511,0.0,0.279,0.003
3549,1,0.722,0.331,0.044,0.532,0.0,0.263,0.003
3550,1,0.719,0.319,0.044,0.553,0.0,0.261,0.003
3551,1,0.811,0.314,0.043,0.574,0.0,0.251,0.003
3552,1,0.812,0.311,0.042,0.596,0.0,0.25,0.003
3553,1,0.732,0.313,0.042,0.617,0.0,0.257,0.003
3554,1,0.723,0.304,0.043,0.638,0.0,0.259,0.003
3555,1,0.714,0.313,0.044,0.66,0.0,0.266,0.003
3556,1,0.692,0.306,0.043,0.681,0.0,0.266,0.003
3557,1,0.7,0.319,0.044,0.702,0.0,0.285,0.003
3558,1,0.684,0.337,0.044,0.723,0.0,0.285,0.003
3559,1,0.729,0.339,0.044,0.745,0.0,0.274,0.003
3560,1,0.734,0.342,0.044,0.766,0.0,0.26,0.003
3561,1,0.754,0.364,0.044,0.787,0.0,0.261,0.003
3562,1,0.716,0.39,0.044,0.809,0.0,0.297,0.003
3563,1,0.659,0.388,0.049,0.83,0.0,0.332,0.003
3564,1,0.636,0.354,0.044,0.851,0.0,0.314,0.003
3565,1,0.68,0.323,0.043,0.872,0.0,0.291,0.003
3566,1,0.725,0.34,0.044,0.894,0.0,0.271,0.003
3567,1,0.818,0.336,0.043,0.915,0.0,0.242,0.003
3568,1,0.806,0.34,0.043,0.936,0.0,0.241,0.003
3569,1,0.72,0.327,0.043,0.957,0.0,0.24,0.003
3570,1,0.581,0.306,0.044,0.979,0.0,0.327,0.003
3571,1,0.585,0.274,0.044,1.0,0.0,0.349,0.003
3572,1,0.587,0.248,0.044,0.0,0.167,0.325,0.003
3573,1,0.606,0.219,0.043,0.021,0.167,0.295,0.003
3574,1,0.571,0.191,0.043,0.043,0.167,0.363,0.003
3575,1,0.657,0.167,0.045,0.064,0.167,0.34,0.003
3576,2,0.627,0.138,0.032,0.085,0.167,0.292,0.002
3577,2,0.661,0.125,0.026,0.106,0.167,0.247,0.002
3578,2,0.683,0.126,0.026,0.128,0.167,0.209,0.002
3579,2,0.679,0.136,0.027,0.149,0.167,0.199,0.002
3580,2,0.755,0.168,0.041,0.17,0.167,0.211,0.003
3581,1,0.758,0.213,0.043,0.191,0.167,0.239,0.003
3582,1,0.686,0.295,0.046,0.213,0.167,0.304,0.003
3583,1,0.593,0.379,0.045,0.234,0.167,0.388,0.003
3584,1,0.453,0.404,0.049,0.255,0.167,0.511,0.003
3585,1,0.369,0.473,0.051,0.277,0.167,0.602,0.003
3586,1,0.41,0.487,0.045,0.298,0.167,0.558,0.003
3587,1,0.418,0.506,0.047,0.319,0.167,0.543,0.003
3588,1,0.52,0.552,0.081,0.34,0.167,0.562,0.005
3589,1,0.502,0.565,0.074,0.362,0.167,0.55,0.005
3590,1,0.462,0.556,0.066,0.383,0.167,0.561,0.004
3591,1,0.436,0.539,0.048,0.404,0.167,0.56,0.003
3592,1,0.425,0.538,0.05,0.426,0.167,0.562,0.003
3593,1,0.433,0.539,0.049,0.447,0.167,0.551,0.003
3594,1,0.454,0.533,0.046,0.468,0.167,0.54,0.003
3595,1,0.424,0.528,0.049,0.489,0.167,0.546,0.003
3596,1,0.408,0.525,0.049,0.511,0.167,0.552,0.003
3597,1,0.419,0.521,0.048,0.532,0.167,0.55,0.003
3598,1,0.405,0.516,0.05,0.553,0.167,0.556,0.003
3599,1,0.372,0.508,0.05,0.574,0.167,0.548,0.003
3600,1,0.396,0.505,0.049,0.596,0.167,0.539,0.003
3601,1,0.39,0.508,0.048,0.617,0.167,0.528,0.003
3602,1,0.415,0.513,0.05,0.638,0.167,0.535,0.003
3603,1,0.393,0.512,0.048,0.66,0.167,0.526,0.003
3604,1,0.387,0.507,0.047,0.681,0.167,0.53,0.003
3605,2,0.428,0.499,0.045,0.702,0.167,0.513,0.003
3606,2,0.475,0.486,0.043,0.723,0.167,0.481,0.003
3607,2,0.493,0.479,0.044,0.745,0.167,0.449,0.003
3608,2,0.511,0.463,0.043,0.766,0.167,0.41,0.003
3609,2,0.501,0.458,0.044,0.787,0.167,0.388,0.003
3610,2,0.497,0.461,0.044,0.809,0.167,0.411,0.003
3611,2,0.441,0.444,0.044,0.83,0.167,0.45,0.003
3612,2,0.429,0.413,0.043,0.851,0.167,0.432,0.003
3613,2,0.493,0.379,0.041,0.872,0.167,0.408,0.003
3614,2,0.611,0.399,0.044,0.894,0.167,0.374,0.003
3615,2,0.628,0.409,0.045,0.915,0.167,0.323,0.003
3616,1,0.686,0.442,0.049,0.936,0.167,0.298,0.003
3617,1,0.63,0.454,0.047,0.957,0.167,0.291,0.003
3618,1,0.574,0.45,0.095,0.979,0.167,0.417,0.006
3619,1,0.528,0.437,0.055,1.0,0.167,0.42,0.004
3620,2,0.559,0.403,0.045,0.0,0.333,0.397,0.003
3621,2,0.585,0.348,0.046,0.021,0.333,0.364,0.003
3622,1,0.529,0.295,0.048,0.043,0.333,0.422,0.003
3623,2,0.55,0.244,0.044,0.064,0.333,0.399,0.003
3624,2,0.608,0.205,0.043,0.085,0.333,0.346,0.003
3625,2,0.679,0.179,0.042,0.106,0.333,0.298,0.003
3626,2,0.749,0.167,0.042,0.128,0.333,0.268,0.003
3627,2,0.764,0.172,0.039,0.149,0.333,0.252,0.003
3628,2,0.693,0.195,0.043,0.17,0.333,0.264,0.003
3629,2,0.664,0.239,0.044,0.191,0.333,0.276,0.003
3630,1,0.641,0.317,0.05,0.213,0.333,0.344,0.003
3631,1,0.547,0.399,0.059,0.234,0.333,0.427,0.004
3632,1,0.427,0.423,0.075,0.255,0.333,0.548,0.005
3633,1,0.344,0.477,0.095,0.277,0.333,0.642,0.006
3634,2,0.385,0.492,0.046,0.298,0.333,0.584,0.003
3635,1,0.421,0.506,0.058,0.319,0.333,0.57,0.004
3636,1,0.521,0.552,0.113,0.34,0.333,0.567,0.007
3637,1,0.493,0.566,0.101,0.362,0.333,0.568,0.007
3638,1,0.472,0.561,0.087,0.383,0.333,0.557,0.006
3639,1,0.448,0.549,0.085,0.404,0.333,0.563,0.006
3640,1,0.424,0.543,0.076,0.426,0.333,0.561,0.005
3641,1,0.408,0.54,0.066,0.447,0.333,0.564,0.004
3642,1,0.413,0.534,0.055,0.468,0.333,0.54,0.004
3643,2,0.365,0.531,0.053,0.489,0.333,0.535,0.004
3644,2,0.422,0.533,0.052,0.511,0.333,0.54,0.004
3645,2,0.348,0.532,0.051,0.532,0.333,0.546,0.003
3646,2,0.339,0.526,0.05,0.553,0.333,0.554,0.003
3647,2,0.351,0.524,0.05,0.574,0.333,0.548,0.003
3648,2,0.387,0.524,0.05,0.596,0.333,0.537,0.003
3649,2,0.426,0.525,0.052,0.617,0.333,0.532,0.004
3650,2,0.446,0.532,0.048,0.638,0.333,0.534,0.003
3651,2,0.429,0.53,0.054,0.66,0.333,0.538,0.004
3652,2,0.418,0.526,0.052,0.681,0.333,0.542,0.004
3653,2,0.355,0.525,0.047,0.702,0.333,0.536,0.003
3654,2,0.397,0.507,0.044,0.723,0.333,0.503,0.003
3655,2,0.462,0.496,0.045,0.745,0.333,0.474,0.003
3656,2,0.449,0.474,0.044,0.766,0.333,0.448,0.003
3657,2,0.473,0.471,0.044,0.787,0.333,0.441,0.003
3658,2,0.449,0.474,0.044,0.809,0.333,0.448,0.003
3659,2,0.418,0.454,0.044,0.83,0.333,0.468,0.003
3660,2,0.45,0.419,0.043,0.851,0.333,0.452,0.003
3661,2,0.429,0.381,0.039,0.872,0.333,0.426,0.003
3662,2,0.529,0.406,0.044,0.894,0.333,0.378,0.003
3663,2,0.597,0.424,0.044,0.915,0.333,0.334,0.003
3664,2,0.634,0.446,0.048,0.936,0.333,0.305,0.003
3665,2,0.568,0.455,0.049,0.957,0.333,0.291,0.003
3666,1,0.513,0.452,0.089,0.979,0.333,0.424,0.006
3667,1,0.473,0.429,0.058,1.0,0.333,0.423,0.004
3668,2,0.489,0.395,0.046,0.0,0.5,0.405,0.003
3669,2,0.514,0.336,0.045,0.021,0.5,0.369,0.003
3670,1,0.439,0.282,0.055,0.043,0.5,0.431,0.004
3671,2,0.552,0.23,0.045,0.064,0.5,0.398,0.003
3672,2,0.581,0.182,0.044,0.085,0.5,0.353,0.003
3673,2,0.612,0.164,0.041,0.106,0.5,0.307,0.003
3674,2,0.611,0.148,0.04,0.128,0.5,0.272,0.003
3675,2,0.624,0.149,0.042,0.149,0.5,0.26,0.003
3676,2,0.648,0.176,0.042,0.17,0.5,0.255,0.003
3677,2,0.609,0.225,0.044,0.191,0.5,0.285,0.003
3678,2,0.625,0.308,0.05,0.213,0.5,0.348,0.003
3679,1,0.472,0.394,0.065,0.234,0.5,0.443,0.004
3680,1,0.378,0.429,0.077,0.255,0.5,0.564,0.005
3681,1,0.321,0.491,0.1,0.277,0.5,0.646,0.007
3682,2,0.375,0.508,0.046,0.298,0.5,0.604,0.003
3683,2,0.378,0.509,0.055,0.319,0.5,0.585,0.004
3684,1,0.422,0.555,0.106,0.34,0.5,0.595,0.007
3685,1,0.412,0.566,0.087,0.362,0.5,0.583,0.006
3686,1,0.407,0.559,0.094,0.383,0.5,0.589,0.006
3687,1,0.368,0.545,0.072,0.404,0.5,0.586,0.005
3688,1,0.386,0.54,0.072,0.426,0.5,0.585,0.005
3689,1,0.376,0.537,0.06,0.447,0.5,0.575,0.004
3690,1,0.419,0.528,0.062,0.468,0.5,0.572,0.004
3691,2,0.409,0.519,0.05,0.489,0.5,0.558,0.003
3692,2,0.371,0.511,0.049,0.511,0.5,0.566,0.003
3693,2,0.363,0.507,0.048,0.532,0.5,0.573,0.003
3694,2,0.35,0.501,0.049,0.553,0.5,0.571,0.003
3695,2,0.355,0.49,0.049,0.574,0.5,0.564,0.003
3696,2,0.379,0.484,0.045,0.596,0.5,0.542,0.003
3697,2,0.361,0.487,0.046,0.617,0.5,0.546,0.003
3698,2,0.317,0.499,0.047,0.638,0.5,0.546,0.003
3699,2,0.333,0.505,0.051,0.66,0.5,0.552,0.004
3700,2,0.324,0.503,0.051,0.681,0.5,0.55,0.003
3701,2,0.318,0.515,0.053,0.702,0.5,0.548,0.004
3702,2,0.35,0.489,0.044,0.723,0.5,0.507,0.003
3703,2,0.413,0.497,0.045,0.745,0.5,0.479,0.003
3704,2,0.454,0.49,0.043,0.766,0.5,0.444,0.003
3705,2,0.484,0.486,0.044,0.787,0.5,0.426,0.003
3706,2,0.454,0.492,0.044,0.809,0.5,0.445,0.003
3707,2,0.388,0.479,0.046,0.83,0.5,0.483,0.003
3708,2,0.408,0.443,0.043,0.851,0.5,0.459,0.003
3709,2,0.415,0.412,0.043,0.872,0.5,0.449,0.003
3710,2,0.514,0.436,0.051,0.894,0.5,0.397,0.003
3711,2,0.535,0.437,0.047,0.915,0.5,0.349,0.003
3712,1,0.58,0.459,0.059,0.936,0.5,0.311,0.004
3713,1,0.58,0.468,0.071,0.957,0.5,0.31,0.005
3714,1,0.511,0.468,0.092,0.979,0.5,0.429,0.006
3715,1,0.508,0.457,0.089,1.0,0.5,0.446,0.006
3716,1,0.464,0.422,0.072,0.0,0.667,0.414,0.005
3717,1,0.484,0.365,0.079,0.021,0.667,0.393,0.005
3718,1,0.426,0.312,0.073,0.043,0.667,0.444,0.005
3719,2,0.486,0.259,0.05,0.064,0.667,0.414,0.003
3720,2,0.525,0.215,0.044,0.085,0.667,0.361,0.003
3721,2,0.557,0.187,0.043,0.106,0.667,0.319,0.003
3722,2,0.588,0.164,0.043,0.128,0.667,0.282,0.003
3723,2,0.593,0.17,0.043,0.149,0.667,0.27,0.003
3724,2,0.629,0.2,0.043,0.17,0.667,0.267,0.003
3725,2,0.618,0.243,0.046,0.191,0.667,0.295,0.003
3726,1,0.596,0.33,0.073,0.213,0.667,0.36,0.005
3727,1,0.523,0.423,0.099,0.234,0.667,0.444,0.007
3728,1,0.391,0.453,0.082,0.255,0.667,0.563,0.006
3729,1,0.364,0.506,0.098,0.277,0.667,0.642,0.007
3730,2,0.395,0.519,0.047,0.298,0.667,0.581,0.003
3731,2,0.362,0.517,0.059,0.319,0.667,0.561,0.004
3732,1,0.397,0.559,0.092,0.34,0.667,0.556,0.006
3733,1,0.404,0.571,0.071,0.362,0.667,0.544,0.005
3734,1,0.368,0.558,0.062,0.383,0.667,0.541,0.004
3735,2,0.357,0.532,0.055,0.404,0.667,0.54,0.004
3736,1,0.368,0.529,0.065,0.426,0.667,0.542,0.005
3737,1,0.373,0.526,0.069,0.447,0.667,0.541,0.005
3738,1,0.358,0.517,0.061,0.468,0.667,0.533,0.004
3739,2,0.346,0.511,0.055,0.489,0.667,0.528,0.004
3740,2,0.318,0.504,0.055,0.511,0.667,0.541,0.004
3741,2,0.285,0.485,0.052,0.532,0.667,0.54,0.004
3742,2,0.309,0.488,0.054,0.553,0.667,0.545,0.004
3743,2,0.271,0.48,0.049,0.574,0.667,0.543,0.003
3744,2,0.245,0.471,0.047,0.596,0.667,0.539,0.003
3745,2,0.264,0.476,0.048,0.617,0.667,0.534,0.003
3746,2,0.27,0.478,0.049,0.638,0.667,0.536,0.003
3747,2,0.256,0.482,0.049,0.66,0.667,0.539,0.003
3748,2,0.251,0.478,0.047,0.681,0.667,0.54,0.003
3749,2,0.303,0.488,0.054,0.702,0.667,0.532,0.004
3750,2,0.294,0.485,0.044,0.723,0.667,0.495,0.003
3751,2,0.391,0.481,0.043,0.745,0.667,0.451,0.003
3752,2,0.404,0.472,0.043,0.766,0.667,0.417,0.003
3753,2,0.475,0.483,0.044,0.787,0.667,0.406,0.003
3754,2,0.42,0.503,0.045,0.809,0.667,0.421,0.003
3755,2,0.382,0.494,0.044,0.83,0.667,0.451,0.003
3756,2,0.395,0.458,0.043,0.851,0.667,0.438,0.003
3757,2,0.412,0.42,0.042,0.872,0.667,0.405,0.003
3758,2,0.527,0.442,0.047,0.894,0.667,0.365,0.003
3759,2,0.563,0.447,0.047,0.915,0.667,0.328,0.003
3760,1,0.627,0.467,0.063,0.936,0.667,0.3,0.004
3761,1,0.62,0.481,0.071,0.957,0.667,0.292,0.005
3762,1,0.489,0.474,0.087,0.979,0.667,0.417,0.006
3763,1,0.495,0.458,0.071,1.0,0.667,0.419,0.005
3764,1,0.41,0.426,0.058,0.0,0.833,0.389,0.004
3765,2,0.428,0.368,0.052,0.021,0.833,0.352,0.004
3766,1,0.393,0.311,0.066,0.043,0.833,0.418,0.005
3767,2,0.464,0.261,0.048,0.064,0.833,0.385,0.003
3768,2,0.559,0.215,0.045,0.085,0.833,0.333,0.003
3769,2,0.638,0.188,0.043,0.106,0.833,0.288,0.003
3770,2,0.66,0.172,0.043,0.128,0.833,0.256,0.003
3771,2,0.667,0.175,0.042,0.149,0.833,0.241,0.003
3772,2,0.668,0.204,0.044,0.17,0.833,0.245,0.003
3773,2,0.579,0.242,0.044,0.191,0.833,0.272,0.003
3774,1,0.561,0.333,0.064,0.213,0.833,0.335,0.004
3775,1,0.446,0.429,0.084,0.234,0.833,0.423,0.006
3776,1,0.381,0.451,0.069,0.255,0.833,0.53,0.005
3777,1,0.374,0.507,0.101,0.277,0.833,0.607,0.007
3778,1,0.336,0.497,0.062,0.298,0.833,0.556,0.004
3779,1,0.364,0.508,0.071,0.319,0.833,0.554,0.005
3780,1,0.439,0.554,0.097,0.34,0.833,0.55,0.007
3781,1,0.412,0.566,0.087,0.362,0.833,0.556,0.006
3782,1,0.394,0.556,0.08,0.383,0.833,0.553,0.005
3783,1,0.349,0.542,0.062,0.404,0.833,0.566,0.004
3784,1,0.35,0.53,0.066,0.426,0.833,0.572,0.004
3785,1,0.357,0.525,0.07,0.447,0.833,0.575,0.005
3786,1,0.362,0.517,0.062,0.468,0.833,0.572,0.005
3787,1,0.346,0.508,0.081,0.489,0.833,0.574,0.005
3788,1,0.321,0.509,0.086,0.511,0.833,0.579,0.006
3789,2,0.37,0.493,0.049,0.532,0.833,0.573,0.003
3790,2,0.377,0.487,0.051,0.553,0.833,0.569,0.003
3791,2,0.451,0.477,0.045,0.574,0.833,0.562,0.003
3792,2,0.448,0.463,0.044,0.596,0.833,0.547,0.003
3793,2,0.433,0.462,0.046,0.617,0.833,0.543,0.003
3794,2,0.409,0.46,0.045,0.638,0.833,0.53,0.003
3795,2,0.461,0.456,0.043,0.66,0.833,0.54,0.003
3796,2,0.372,0.447,0.047,0.681,0.833,0.534,0.003
3797,2,0.311,0.44,0.048,0.702,0.833,0.519,0.003
3798,2,0.355,0.419,0.043,0.723,0.833,0.485,0.003
3799,2,0.364,0.417,0.043,0.745,0.833,0.447,0.003
3800,2,0.453,0.402,0.043,0.766,0.833,0.41,0.003
3801,2,0.577,0.41,0.043,0.787,0.833,0.383,0.003
3802,2,0.518,0.42,0.043,0.809,0.833,0.395,0.003
3803,2,0.38,0.412,0.046,0.83,0.833,0.42,0.003
3804,2,0.401,0.395,0.043,0.851,0.833,0.402,0.003
3805,2,0.438,0.36,0.041,0.872,0.833,0.376,0.003
3806,2,0.54,0.397,0.046,0.894,0.833,0.352,0.003
3807,2,0.567,0.421,0.048,0.915,0.833,0.328,0.003
3808,1,0.636,0.452,0.085,0.936,0.833,0.31,0.006
3809,1,0.643,0.466,0.065,0.957,0.833,0.305,0.004
3810,1,0.482,0.449,0.081,0.979,0.833,0.425,0.005
3811,1,0.53,0.439,0.083,1.0,0.833,0.426,0.006
3812,1,0.484,0.408,0.07,0.0,1.0,0.385,0.005
3813,1,0.515,0.348,0.069,0.021,1.0,0.348,0.005
3814,1,0.465,0.292,0.072,0.043,1.0,0.397,0.005
3815,2,0.453,0.244,0.059,0.064,1.0,0.373,0.004
3816,2,0.532,0.191,0.043,0.085,1.0,0.308,0.003
3817,2,0.609,0.163,0.043,0.106,1.0,0.27,0.003
3818,2,0.655,0.139,0.042,0.128,1.0,0.228,0.003
3819,2,0.679,0.134,0.04,0.149,1.0,0.207,0.003
3820,2,0.696,0.14,0.035,0.17,1.0,0.198,0.002
3821,2,0.705,0.15,0.036,0.191,1.0,0.205,0.002
3822,2,0.703,0.176,0.042,0.213,1.0,0.233,0.003
3823,2,0.664,0.214,0.042,0.234,1.0,0.255,0.003
3824,2,0.686,0.259,0.044,0.255,1.0,0.298,0.003
3825,1,0.704,0.321,0.064,0.277,1.0,0.359,0.004
3826,1,0.74,0.379,0.068,0.298,1.0,0.369,0.004
3827,1,0.729,0.413,0.071,0.319,1.0,0.388,0.005
3828,1,0.752,0.449,0.084,0.34,1.0,0.412,0.005
3829,1,0.715,0.464,0.078,0.362,1.0,0.418,0.005
3830,1,0.72,0.452,0.076,0.383,1.0,0.415,0.005
3831,1,0.662,0.434,0.074,0.404,1.0,0.419,0.005
3832,1,0.667,0.422,0.072,0.426,1.0,0.413,0.005
3833,1,0.625,0.408,0.066,0.447,1.0,0.412,0.004
3834,1,0.632,0.396,0.059,0.468,1.0,0.397,0.004
3835,1,0.619,0.381,0.065,0.489,1.0,0.385,0.004
3836,2,0.57,0.372,0.056,0.511,1.0,0.378,0.004
3837,2,0.559,0.35,0.052,0.532,1.0,0.361,0.003
3838,2,0.529,0.336,0.044,0.553,1.0,0.354,0.003
3839,2,0.536,0.33,0.044,0.574,1.0,0.338,0.003
3840,2,0.528,0.324,0.043,0.596,1.0,0.323,0.003
3841,2,0.552,0.319,0.043,0.617,1.0,0.311,0.003
3842,2,0.535,0.307,0.043,0.638,1.0,0.311,0.003
3843,2,0.532,0.319,0.043,0.66,1.0,0.33,0.003
3844,2,0.496,0.294,0.043,0.681,1.0,0.332,0.003
3845,2,0.513,0.314,0.043,0.702,1.0,0.334,0.003
3846,2,0.514,0.326,0.043,0.723,1.0,0.331,0.003
3847,2,0.531,0.33,0.043,0.745,1.0,0.319,0.003
3848,2,0.546,0.32,0.043,0.766,1.0,0.311,0.003
3849,2,0.559,0.328,0.043,0.787,1.0,0.31,0.003
3850,2,0.575,0.36,0.044,0.809,1.0,0.332,0.003
3851,2,0.524,0.354,0.045,0.83,1.0,0.349,0.003
3852,2,0.528,0.331,0.043,0.851,1.0,0.339,0.003
3853,2,0.553,0.306,0.043,0.872,1.0,0.314,0.003
3854,2,0.597,0.324,0.043,0.894,1.0,0.297,0.003
3855,2,0.618,0.33,0.043,0.915,1.0,0.268,0.003
3856,2,0.673,0.342,0.044,0.936,1.0,0.271,0.003
3857,2,0.597,0.329,0.044,0.957,1.0,0.273,0.003
3858,1,0.54,0.308,0.054,0.979,1.0,0.377,0.004
3859,2,0.486,0.276,0.043,1.0,1.0,0.379,0.003
3860,2,0.532,0.249,0.043,0.0,0.0,0.342,0.003
3861,2,0.495,0.216,0.043,0.021,0.0,0.314,0.003
3862,2,0.455,0.182,0.043,0.043,0.0,0.363,0.003
3863,2,0.525,0.147,0.043,0.064,0.0,0.343,0.003
3864,2,0.596,0.116,0.042,0.085,0.0,0.295,0.003
3865,2,0.626,0.101,0.028,0.106,0.0,0.254,0.002
3866,2,0.656,0.081,0.023,0.128,0.0,0.205,0.002
3867,2,0.65,0.079,0.024,0.149,0.0,0.178,0.002
3868,2,0.661,0.082,0.023,0.17,0.0,0.155,0.001
3869,2,0.675,0.083,0.024,0.191,0.0,0.148,0.002
3870,2,0.681,0.102,0.025,0.213,0.0,0.148,0.002
3871,2,0.698,0.125,0.032,0.234,0.0,0.152,0.002
3872,2,0.729,0.145,0.037,0.255,0.0,0.178,0.002
3873,2,0.733,0.189,0.04,0.277,0.0,0.204,0.003
3874,2,0.739,0.243,0.039,0.298,0.0,0.207,0.003
3875,2,0.779,0.293,0.044,0.319,0.0,0.222,0.003
3876,2,0.735,0.341,0.044,0.34,0.0,0.245,0.003
3877,2,0.696,0.365,0.044,0.362,0.0,0.253,0.003
3878,1,0.705,0.373,0.044,0.383,0.0,0.271,0.003
3879,1,0.693,0.362,0.044,0.404,0.0,0.273,0.003
3880,1,0.661,0.354,0.044,0.426,0.0,0.276,0.003
3881,1,0.659,0.351,0.044,0.447,0.0,0.266,0.003
3882,1,0.666,0.347,0.044,0.468,0.0,0.278,0.003
3883,1,0.662,0.335,0.043,0.489,0.0,0.268,0.003
3884,1,0.691,0.324,0.043,0.511,0.0,0.264,0.003
3885,1,0.686,0.303,0.043,0.532,0.0,0.262,0.003
3886,1,0.691,0.306,0.043,0.553,0.0,0.257,0.003
3887,1,0.672,0.302,0.043,0.574,0.0,0.25,0.003
3888,1,0.679,0.295,0.043,0.596,0.0,0.241,0.003
3889,1,0.701,0.296,0.043,0.617,0.0,0.238,0.003
3890,1,0.67,0.295,0.043,0.638,0.0,0.248,0.003
3891,1,0.648,0.3,0.043,0.66,0.0,0.263,0.003
3892,1,0.618,0.287,0.043,0.681,0.0,0.274,0.003
3893,1,0.609,0.302,0.043,0.702,0.0,0.281,0.003
3894,1,0.619,0.296,0.044,0.723,0.0,0.293,0.003
3895,1,0.607,0.315,0.043,0.745,0.0,0.287,0.003
3896,1,0.611,0.313,0.043,0.766,0.0,0.282,0.003
3897,1,0.671,0.333,0.044,0.787,0.0,0.285,0.003
3898,1,0.651,0.367,0.054,0.809,0.0,0.313,0.004
3899,1,0.66,0.377,0.074,0.83,0.0,0.358,0.005
3900,1,0.594,0.356,0.052,0.851,0.0,0.344,0.003
3901,1,0.584,0.321,0.044,0.872,0.0,0.32,0.003
3902,1,0.688,0.336,0.044,0.894,0.0,0.29,0.003
3903,1,0.687,0.331,0.044,0.915,0.0,0.262,0.003
3904,1,0.694,0.335,0.044,0.936,0.0,0.243,0.003
3905,1,0.628,0.312,0.043,0.957,0.0,0.239,0.003
3906,1,0.541,0.3,0.064,0.979,0.0,0.34,0.004
3907,1,0.515,0.269,0.043,1.0,0.0,0.354,0.003
3908,1,0.531,0.245,0.043,0.0,0.167,0.327,0.003
3909,1,0.507,0.22,0.043,0.021,0.167,0.312,0.003
3910,1,0.438,0.188,0.046,0.043,0.167,0.378,0.003
3911,1,0.497,0.166,0.043,0.064,0.167,0.354,0.003
3912,2,0.584,0.14,0.041,0.085,0.167,0.311,0.003
3913,2,0.58,0.127,0.03,0.106,0.167,0.252,0.002
3914,2,0.617,0.124,0.026,0.128,0.167,0.212,0.002
3915,2,0.617,0.129,0.024,0.149,0.167,0.219,0.002
3916,2,0.569,0.165,0.039,0.17,0.167,0.227,0.003
3917,1,0.528,0.213,0.057,0.191,0.167,0.243,0.004
3918,1,0.437,0.292,0.077,0.213,0.167,0.302,0.005
3919,1,0.36,0.373,0.097,0.234,0.167,0.389,0.007
3920,1,0.264,0.399,0.093,0.255,0.167,0.513,0.007
3921,1,0.23,0.453,0.12,0.277,0.167,0.604,0.008
3922,1,0.291,0.477,0.095,0.298,0.167,0.551,0.007
3923,1,0.281,0.493,0.123,0.319,0.167,0.541,0.008
3924,1,0.376,0.541,0.143,0.34,0.167,0.55,0.01
3925,1,0.318,0.555,0.129,0.362,0.167,0.553,0.009
3926,1,0.241,0.551,0.131,0.383,0.167,0.549,0.009
3927,1,0.276,0.548,0.106,0.404,0.167,0.547,0.007
3928,1,0.279,0.546,0.116,0.426,0.167,0.55,0.008
3929,1,0.266,0.543,0.112,0.447,0.167,0.553,0.008
3930,1,0.269,0.534,0.119,0.468,0.167,0.546,0.008
3931,1,0.258,0.531,0.147,0.489,0.167,0.55,0.01
3932,1,0.242,0.535,0.148,0.511,0.167,0.562,0.01
3933,1,0.24,0.533,0.146,0.532,0.167,0.561,0.01
3934,1,0.243,0.535,0.144,0.553,0.167,0.577,0.01
3935,1,0.199,0.528,0.126,0.574,0.167,0.572,0.009
3936,1,0.393,0.525,0.144,0.596,0.167,0.562,0.01
3937,1,0.361,0.533,0.128,0.617,0.167,0.56,0.009
3938,1,0.354,0.542,0.139,0.638,0.167,0.562,0.009
3939,1,0.384,0.547,0.146,0.66,0.167,0.571,0.01
3940,1,0.403,0.542,0.137,0.681,0.167,0.569,0.009
3941,1,0.382,0.531,0.13,0.702,0.167,0.563,0.009
3942,1,0.36,0.506,0.09,0.723,0.167,0.513,0.006
3943,2,0.379,0.483,0.059,0.745,0.167,0.467,0.004
3944,2,0.404,0.454,0.044,0.766,0.167,0.423,0.003
3945,2,0.4,0.449,0.044,0.787,0.167,0.399,0.003
3946,2,0.37,0.455,0.053,0.809,0.167,0.403,0.004
3947,2,0.343,0.446,0.061,0.83,0.167,0.44,0.004
3948,2,0.343,0.409,0.047,0.851,0.167,0.431,0.003
3949,2,0.393,0.364,0.043,0.872,0.167,0.4,0.003
3950,2,0.483,0.401,0.049,0.894,0.167,0.367,0.003
3951,2,0.514,0.415,0.064,0.915,0.167,0.325,0.004
3952,2,0.531,0.438,0.069,0.936,0.167,0.299,0.005
3953,2,0.54,0.461,0.067,0.957,0.167,0.289,0.005
3954,1,0.484,0.452,0.125,0.979,0.167,0.424,0.008
3955,1,0.435,0.433,0.091,1.0,0.167,0.424,0.006
3956,2,0.405,0.399,0.067,0.0,0.333,0.405,0.005
3957,2,0.397,0.339,0.057,0.021,0.333,0.363,0.004
3958,2,0.328,0.269,0.067,0.043,0.333,0.421,0.005
3959,2,0.427,0.238,0.043,0.064,0.333,0.386,0.003
3960,2,0.419,0.195,0.043,0.085,0.333,0.339,0.003
