,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
3581,0.167,0.043,0.191,0.213,0.003,0.239,0.758,1
3582,0.167,0.046,0.213,0.295,0.003,0.304,0.686,1
3583,0.167,0.045,0.234,0.379,0.003,0.388,0.593,1
3584,0.167,0.049,0.255,0.404,0.003,0.511,0.453,1
3585,0.167,0.051,0.277,0.473,0.003,0.602,0.369,1
3586,0.167,0.045,0.298,0.487,0.003,0.558,0.41,1
3587,0.167,0.047,0.319,0.506,0.003,0.543,0.418,1
3588,0.167,0.081,0.34,0.552,0.005,0.562,0.52,1
3589,0.167,0.074,0.362,0.565,0.005,0.55,0.502,1
3590,0.167,0.066,0.383,0.556,0.004,0.561,0.462,1
3591,0.167,0.048,0.404,0.539,0.003,0.56,0.436,1
3592,0.167,0.05,0.426,0.538,0.003,0.562,0.425,1
3593,0.167,0.049,0.447,0.539,0.003,0.551,0.433,1
3594,0.167,0.046,0.468,0.533,0.003,0.54,0.454,1
3595,0.167,0.049,0.489,0.528,0.003,0.546,0.424,1
3596,0.167,0.049,0.511,0.525,0.003,0.552,0.408,1
3597,0.167,0.048,0.532,0.521,0.003,0.55,0.419,1
3598,0.167,0.05,0.553,0.516,0.003,0.556,0.405,1
3599,0.167,0.05,0.574,0.508,0.003,0.548,0.372,1
3600,0.167,0.049,0.596,0.505,0.003,0.539,0.396,1
3601,0.167,0.048,0.617,0.508,0.003,0.528,0.39,1
3602,0.167,0.05,0.638,0.513,0.003,0.535,0.415,1
3603,0.167,0.048,0.66,0.512,0.003,0.526,0.393,1
3604,0.167,0.047,0.681,0.507,0.003,0.53,0.387,1
3605,0.167,0.045,0.702,0.499,0.003,0.513,0.428,2
3606,0.167,0.043,0.723,0.486,0.003,0.481,0.475,2
3607,0.167,0.044,0.745,0.479,0.003,0.449,0.493,2
3608,0.167,0.043,0.766,0.463,0.003,0.41,0.511,2
3609,0.167,0.044,0.787,0.458,0.003,0.388,0.501,2
3610,0.167,0.044,0.809,0.461,0.003,0.411,0.497,2
3611,0.167,0.044,0.83,0.444,0.003,0.45,0.441,2
3612,0.167,0.043,0.851,0.413,0.003,0.432,0.429,2
3613,0.167,0.041,0.872,0.379,0.003,0.408,0.493,2
3614,0.167,0.044,0.894,0.399,0.003,0.374,0.611,2
3615,0.167,0.045,0.915,0.409,0.003,0.323,0.628,2
3616,0.167,0.049,0.936,0.442,0.003,0.298,0.686,1
3617,0.167,0.047,0.957,0.454,0.003,0.291,0.63,1
3618,0.167,0.095,0.979,0.45,0.006,0.417,0.574,1
3619,0.167,0.055,1.0,0.437,0.004,0.42,0.528,1
3620,0.333,0.045,0.0,0.403,0.003,0.397,0.559,2
3621,0.333,0.046,0.021,0.348,0.003,0.364,0.585,2
3622,0.333,0.048,0.043,0.295,0.003,0.422,0.529,1
3623,0.333,0.044,0.064,0.244,0.003,0.399,0.55,2
3624,0.333,0.043,0.085,0.205,0.003,0.346,0.608,2
3625,0.333,0.042,0.106,0.179,0.003,0.298,0.679,2
3626,0.333,0.042,0.128,0.167,0.003,0.268,0.749,2
3627,0.333,0.039,0.149,0.172,0.003,0.252,0.764,2
3628,0.333,0.043,0.17,0.195,0.003,0.264,0.693,2
3629,0.333,0.044,0.191,0.239,0.003,0.276,0.664,2
3630,0.333,0.05,0.213,0.317,0.003,0.344,0.641,1
3631,0.333,0.059,0.234,0.399,0.004,0.427,0.547,1
3632,0.333,0.075,0.255,0.423,0.005,0.548,0.427,1
3633,0.333,0.095,0.277,0.477,0.006,0.642,0.344,1
3634,0.333,0.046,0.298,0.492,0.003,0.584,0.385,2
3635,0.333,0.058,0.319,0.506,0.004,0.57,0.421,1
3636,0.333,0.113,0.34,0.552,0.007,0.567,0.521,1
3637,0.333,0.101,0.362,0.566,0.007,0.568,0.493,1
3638,0.333,0.087,0.383,0.561,0.006,0.557,0.472,1
3639,0.333,0.085,0.404,0.549,0.006,0.563,0.448,1
3640,0.333,0.076,0.426,0.543,0.005,0.561,0.424,1
3641,0.333,0.066,0.447,0.54,0.004,0.564,0.408,1
3642,0.333,0.055,0.468,0.534,0.004,0.54,0.413,1
3643,0.333,0.053,0.489,0.531,0.004,0.535,0.365,2
3644,0.333,0.052,0.511,0.533,0.004,0.54,0.422,2
3645,0.333,0.051,0.532,0.532,0.003,0.546,0.348,2
3646,0.333,0.05,0.553,0.526,0.003,0.554,0.339,2
3647,0.333,0.05,0.574,0.524,0.003,0.548,0.351,2
3648,0.333,0.05,0.596,0.524,0.003,0.537,0.387,2
3649,0.333,0.052,0.617,0.525,0.004,0.532,0.426,2
3650,0.333,0.048,0.638,0.532,0.003,0.534,0.446,2
3651,0.333,0.054,0.66,0.53,0.004,0.538,0.429,2
3652,0.333,0.052,0.681,0.526,0.004,0.542,0.418,2
3653,0.333,0.047,0.702,0.525,0.003,0.536,0.355,2
3654,0.333,0.044,0.723,0.507,0.003,0.503,0.397,2
3655,0.333,0.045,0.745,0.496,0.003,0.474,0.462,2
3656,0.333,0.044,0.766,0.474,0.003,0.448,0.449,2
3657,0.333,0.044,0.787,0.471,0.003,0.441,0.473,2
3658,0.333,0.044,0.809,0.474,0.003,0.448,0.449,2
3659,0.333,0.044,0.83,0.454,0.003,0.468,0.418,2
3660,0.333,0.043,0.851,0.419,0.003,0.452,0.45,2
3661,0.333,0.039,0.872,0.381,0.003,0.426,0.429,2
3662,0.333,0.044,0.894,0.406,0.003,0.378,0.529,2
3663,0.333,0.044,0.915,0.424,0.003,0.334,0.597,2
3664,0.333,0.048,0.936,0.446,0.003,0.305,0.634,2
3665,0.333,0.049,0.957,0.455,0.003,0.291,0.568,2
3666,0.333,0.089,0.979,0.452,0.006,0.424,0.513,1
3667,0.333,0.058,1.0,0.429,0.004,0.423,0.473,1
3668,0.5,0.046,0.0,0.395,0.003,0.405,0.489,2
3669,0.5,0.045,0.021,0.336,0.003,0.369,0.514,2
3670,0.5,0.055,0.043,0.282,0.004,0.431,0.439,1
3671,0.5,0.045,0.064,0.23,0.003,0.398,0.552,2
3672,0.5,0.044,0.085,0.182,0.003,0.353,0.581,2
3673,0.5,0.041,0.106,0.164,0.003,0.307,0.612,2
3674,0.5,0.04,0.128,0.148,0.003,0.272,0.611,2
3675,0.5,0.042,0.149,0.149,0.003,0.26,0.624,2
3676,0.5,0.042,0.17,0.176,0.003,0.255,0.648,2
3677,0.5,0.044,0.191,0.225,0.003,0.285,0.609,2
3678,0.5,0.05,0.213,0.308,0.003,0.348,0.625,2
3679,0.5,0.065,0.234,0.394,0.004,0.443,0.472,1
3680,0.5,0.077,0.255,0.429,0.005,0.564,0.378,1
3681,0.5,0.1,0.277,0.491,0.007,0.646,0.321,1
3682,0.5,0.046,0.298,0.508,0.003,0.604,0.375,2
3683,0.5,0.055,0.319,0.509,0.004,0.585,0.378,2
3684,0.5,0.106,0.34,0.555,0.007,0.595,0.422,1
3685,0.5,0.087,0.362,0.566,0.006,0.583,0.412,1
3686,0.5,0.094,0.383,0.559,0.006,0.589,0.407,1
3687,0.5,0.072,0.404,0.545,0.005,0.586,0.368,1
3688,0.5,0.072,0.426,0.54,0.005,0.585,0.386,1
3689,0.5,0.06,0.447,0.537,0.004,0.575,0.376,1
3690,0.5,0.062,0.468,0.528,0.004,0.572,0.419,1
3691,0.5,0.05,0.489,0.519,0.003,0.558,0.409,2
3692,0.5,0.049,0.511,0.511,0.003,0.566,0.371,2
3693,0.5,0.048,0.532,0.507,0.003,0.573,0.363,2
3694,0.5,0.049,0.553,0.501,0.003,0.571,0.35,2
3695,0.5,0.049,0.574,0.49,0.003,0.564,0.355,2
3696,0.5,0.045,0.596,0.484,0.003,0.542,0.379,2
3697,0.5,0.046,0.617,0.487,0.003,0.546,0.361,2
3698,0.5,0.047,0.638,0.499,0.003,0.546,0.317,2
3699,0.5,0.051,0.66,0.505,0.004,0.552,0.333,2
3700,0.5,0.051,0.681,0.503,0.003,0.55,0.324,2
3701,0.5,0.053,0.702,0.515,0.004,0.548,0.318,2
3702,0.5,0.044,0.723,0.489,0.003,0.507,0.35,2
3703,0.5,0.045,0.745,0.497,0.003,0.479,0.413,2
3704,0.5,0.043,0.766,0.49,0.003,0.444,0.454,2
3705,0.5,0.044,0.787,0.486,0.003,0.426,0.484,2
3706,0.5,0.044,0.809,0.492,0.003,0.445,0.454,2
3707,0.5,0.046,0.83,0.479,0.003,0.483,0.388,2
3708,0.5,0.043,0.851,0.443,0.003,0.459,0.408,2
3709,0.5,0.043,0.872,0.412,0.003,0.449,0.415,2
3710,0.5,0.051,0.894,0.436,0.003,0.397,0.514,2
3711,0.5,0.047,0.915,0.437,0.003,0.349,0.535,2
3712,0.5,0.059,0.936,0.459,0.004,0.311,0.58,1
3713,0.5,0.071,0.957,0.468,0.005,0.31,0.58,1
3714,0.5,0.092,0.979,0.468,0.006,0.429,0.511,1
3715,0.5,0.089,1.0,0.457,0.006,0.446,0.508,1
3716,0.667,0.072,0.0,0.422,0.005,0.414,0.464,1
3717,0.667,0.079,0.021,0.365,0.005,0.393,0.484,1
3718,0.667,0.073,0.043,0.312,0.005,0.444,0.426,1
3719,0.667,0.05,0.064,0.259,0.003,0.414,0.486,2
3720,0.667,0.044,0.085,0.215,0.003,0.361,0.525,2
3721,0.667,0.043,0.106,0.187,0.003,0.319,0.557,2
3722,0.667,0.043,0.128,0.164,0.003,0.282,0.588,2
3723,0.667,0.043,0.149,0.17,0.003,0.27,0.593,2
3724,0.667,0.043,0.17,0.2,0.003,0.267,0.629,2
3725,0.667,0.046,0.191,0.243,0.003,0.295,0.618,2
3726,0.667,0.073,0.213,0.33,0.005,0.36,0.596,1
3727,0.667,0.099,0.234,0.423,0.007,0.444,0.523,1
3728,0.667,0.082,0.255,0.453,0.006,0.563,0.391,1
3729,0.667,0.098,0.277,0.506,0.007,0.642,0.364,1
3730,0.667,0.047,0.298,0.519,0.003,0.581,0.395,2
3731,0.667,0.059,0.319,0.517,0.004,0.561,0.362,2
3732,0.667,0.092,0.34,0.559,0.006,0.556,0.397,1
3733,0.667,0.071,0.362,0.571,0.005,0.544,0.404,1
3734,0.667,0.062,0.383,0.558,0.004,0.541,0.368,1
3735,0.667,0.055,0.404,0.532,0.004,0.54,0.357,2
3736,0.667,0.065,0.426,0.529,0.005,0.542,0.368,1
3737,0.667,0.069,0.447,0.526,0.005,0.541,0.373,1
3738,0.667,0.061,0.468,0.517,0.004,0.533,0.358,1
3739,0.667,0.055,0.489,0.511,0.004,0.528,0.346,2
3740,0.667,0.055,0.511,0.504,0.004,0.541,0.318,2
3741,0.667,0.052,0.532,0.485,0.004,0.54,0.285,2
3742,0.667,0.054,0.553,0.488,0.004,0.545,0.309,2
3743,0.667,0.049,0.574,0.48,0.003,0.543,0.271,2
3744,0.667,0.047,0.596,0.471,0.003,0.539,0.245,2
3745,0.667,0.048,0.617,0.476,0.003,0.534,0.264,2
3746,0.667,0.049,0.638,0.478,0.003,0.536,0.27,2
3747,0.667,0.049,0.66,0.482,0.003,0.539,0.256,2
3748,0.667,0.047,0.681,0.478,0.003,0.54,0.251,2
3749,0.667,0.054,0.702,0.488,0.004,0.532,0.303,2
3750,0.667,0.044,0.723,0.485,0.003,0.495,0.294,2
3751,0.667,0.043,0.745,0.481,0.003,0.451,0.391,2
3752,0.667,0.043,0.766,0.472,0.003,0.417,0.404,2
3753,0.667,0.044,0.787,0.483,0.003,0.406,0.475,2
3754,0.667,0.045,0.809,0.503,0.003,0.421,0.42,2
3755,0.667,0.044,0.83,0.494,0.003,0.451,0.382,2
3756,0.667,0.043,0.851,0.458,0.003,0.438,0.395,2
3757,0.667,0.042,0.872,0.42,0.003,0.405,0.412,2
3758,0.667,0.047,0.894,0.442,0.003,0.365,0.527,2
3759,0.667,0.047,0.915,0.447,0.003,0.328,0.563,2
3760,0.667,0.063,0.936,0.467,0.004,0.3,0.627,1
3761,0.667,0.071,0.957,0.481,0.005,0.292,0.62,1
3762,0.667,0.087,0.979,0.474,0.006,0.417,0.489,1
3763,0.667,0.071,1.0,0.458,0.005,0.419,0.495,1
3764,0.833,0.058,0.0,0.426,0.004,0.389,0.41,1
3765,0.833,0.052,0.021,0.368,0.004,0.352,0.428,2
3766,0.833,0.066,0.043,0.311,0.005,0.418,0.393,1
3767,0.833,0.048,0.064,0.261,0.003,0.385,0.464,2
3768,0.833,0.045,0.085,0.215,0.003,0.333,0.559,2
3769,0.833,0.043,0.106,0.188,0.003,0.288,0.638,2
3770,0.833,0.043,0.128,0.172,0.003,0.256,0.66,2
3771,0.833,0.042,0.149,0.175,0.003,0.241,0.667,2
3772,0.833,0.044,0.17,0.204,0.003,0.245,0.668,2
3773,0.833,0.044,0.191,0.242,0.003,0.272,0.579,2
3774,0.833,0.064,0.213,0.333,0.004,0.335,0.561,1
3775,0.833,0.084,0.234,0.429,0.006,0.423,0.446,1
3776,0.833,0.069,0.255,0.451,0.005,0.53,0.381,1
3777,0.833,0.101,0.277,0.507,0.007,0.607,0.374,1
3778,0.833,0.062,0.298,0.497,0.004,0.556,0.336,1
3779,0.833,0.071,0.319,0.508,0.005,0.554,0.364,1
3780,0.833,0.097,0.34,0.554,0.007,0.55,0.439,1
3781,0.833,0.087,0.362,0.566,0.006,0.556,0.412,1
3782,0.833,0.08,0.383,0.556,0.005,0.553,0.394,1
3783,0.833,0.062,0.404,0.542,0.004,0.566,0.349,1
3784,0.833,0.066,0.426,0.53,0.004,0.572,0.35,1
3785,0.833,0.07,0.447,0.525,0.005,0.575,0.357,1
3786,0.833,0.062,0.468,0.517,0.005,0.572,0.362,1
3787,0.833,0.081,0.489,0.508,0.005,0.574,0.346,1
3788,0.833,0.086,0.511,0.509,0.006,0.579,0.321,1
3789,0.833,0.049,0.532,0.493,0.003,0.573,0.37,2
3790,0.833,0.051,0.553,0.487,0.003,0.569,0.377,2
3791,0.833,0.045,0.574,0.477,0.003,0.562,0.451,2
3792,0.833,0.044,0.596,0.463,0.003,0.547,0.448,2
3793,0.833,0.046,0.617,0.462,0.003,0.543,0.433,2
3794,0.833,0.045,0.638,0.46,0.003,0.53,0.409,2
3795,0.833,0.043,0.66,0.456,0.003,0.54,0.461,2
3796,0.833,0.047,0.681,0.447,0.003,0.534,0.372,2
3797,0.833,0.048,0.702,0.44,0.003,0.519,0.311,2
3798,0.833,0.043,0.723,0.419,0.003,0.485,0.355,2
3799,0.833,0.043,0.745,0.417,0.003,0.447,0.364,2
3800,0.833,0.043,0.766,0.402,0.003,0.41,0.453,2
3801,0.833,0.043,0.787,0.41,0.003,0.383,0.577,2
3802,0.833,0.043,0.809,0.42,0.003,0.395,0.518,2
3803,0.833,0.046,0.83,0.412,0.003,0.42,0.38,2
3804,0.833,0.043,0.851,0.395,0.003,0.402,0.401,2
3805,0.833,0.041,0.872,0.36,0.003,0.376,0.438,2
3806,0.833,0.046,0.894,0.397,0.003,0.352,0.54,2
3807,0.833,0.048,0.915,0.421,0.003,0.328,0.567,2
3808,0.833,0.085,0.936,0.452,0.006,0.31,0.636,1
3809,0.833,0.065,0.957,0.466,0.004,0.305,0.643,1
3810,0.833,0.081,0.979,0.449,0.005,0.425,0.482,1
3811,0.833,0.083,1.0,0.439,0.006,0.426,0.53,1
3812,1.0,0.07,0.0,0.408,0.005,0.385,0.484,1
3813,1.0,0.069,0.021,0.348,0.005,0.348,0.515,1
3814,1.0,0.072,0.043,0.292,0.005,0.397,0.465,1
3815,1.0,0.059,0.064,0.244,0.004,0.373,0.453,2
3816,1.0,0.043,0.085,0.191,0.003,0.308,0.532,2
3817,1.0,0.043,0.106,0.163,0.003,0.27,0.609,2
3818,1.0,0.042,0.128,0.139,0.003,0.228,0.655,2
3819,1.0,0.04,0.149,0.134,0.003,0.207,0.679,2
3820,1.0,0.035,0.17,0.14,0.002,0.198,0.696,2
3821,1.0,0.036,0.191,0.15,0.002,0.205,0.705,2
3822,1.0,0.042,0.213,0.176,0.003,0.233,0.703,2
3823,1.0,0.042,0.234,0.214,0.003,0.255,0.664,2
3824,1.0,0.044,0.255,0.259,0.003,0.298,0.686,2
3825,1.0,0.064,0.277,0.321,0.004,0.359,0.704,1
3826,1.0,0.068,0.298,0.379,0.004,0.369,0.74,1
3827,1.0,0.071,0.319,0.413,0.005,0.388,0.729,1
3828,1.0,0.084,0.34,0.449,0.005,0.412,0.752,1
3829,1.0,0.078,0.362,0.464,0.005,0.418,0.715,1
3830,1.0,0.076,0.383,0.452,0.005,0.415,0.72,1
3831,1.0,0.074,0.404,0.434,0.005,0.419,0.662,1
3832,1.0,0.072,0.426,0.422,0.005,0.413,0.667,1
3833,1.0,0.066,0.447,0.408,0.004,0.412,0.625,1
3834,1.0,0.059,0.468,0.396,0.004,0.397,0.632,1
3835,1.0,0.065,0.489,0.381,0.004,0.385,0.619,1
3836,1.0,0.056,0.511,0.372,0.004,0.378,0.57,2
3837,1.0,0.052,0.532,0.35,0.003,0.361,0.559,2
3838,1.0,0.044,0.553,0.336,0.003,0.354,0.529,2
3839,1.0,0.044,0.574,0.33,0.003,0.338,0.536,2
3840,1.0,0.043,0.596,0.324,0.003,0.323,0.528,2
3841,1.0,0.043,0.617,0.319,0.003,0.311,0.552,2
3842,1.0,0.043,0.638,0.307,0.003,0.311,0.535,2
3843,1.0,0.043,0.66,0.319,0.003,0.33,0.532,2
3844,1.0,0.043,0.681,0.294,0.003,0.332,0.496,2
3845,1.0,0.043,0.702,0.314,0.003,0.334,0.513,2
3846,1.0,0.043,0.723,0.326,0.003,0.331,0.514,2
3847,1.0,0.043,0.745,0.33,0.003,0.319,0.531,2
3848,1.0,0.043,0.766,0.32,0.003,0.311,0.546,2
3849,1.0,0.043,0.787,0.328,0.003,0.31,0.559,2
3850,1.0,0.044,0.809,0.36,0.003,0.332,0.575,2
3851,1.0,0.045,0.83,0.354,0.003,0.349,0.524,2
3852,1.0,0.043,0.851,0.331,0.003,0.339,0.528,2
3853,1.0,0.043,0.872,0.306,0.003,0.314,0.553,2
3854,1.0,0.043,0.894,0.324,0.003,0.297,0.597,2
3855,1.0,0.043,0.915,0.33,0.003,0.268,0.618,2
3856,1.0,0.044,0.936,0.342,0.003,0.271,0.673,2
3857,1.0,0.044,0.957,0.329,0.003,0.273,0.597,2
3858,1.0,0.054,0.979,0.308,0.004,0.377,0.54,1
3859,1.0,0.043,1.0,0.276,0.003,0.379,0.486,2
3860,0.0,0.043,0.0,0.249,0.003,0.342,0.532,2
3861,0.0,0.043,0.021,0.216,0.003,0.314,0.495,2
3862,0.0,0.043,0.043,0.182,0.003,0.363,0.455,2
3863,0.0,0.043,0.064,0.147,0.003,0.343,0.525,2
3864,0.0,0.042,0.085,0.116,0.003,0.295,0.596,2
3865,0.0,0.028,0.106,0.101,0.002,0.254,0.626,2
3866,0.0,0.023,0.128,0.081,0.002,0.205,0.656,2
3867,0.0,0.024,0.149,0.079,0.002,0.178,0.65,2
3868,0.0,0.023,0.17,0.082,0.001,0.155,0.661,2
3869,0.0,0.024,0.191,0.083,0.002,0.148,0.675,2
3870,0.0,0.025,0.213,0.102,0.002,0.148,0.681,2
3871,0.0,0.032,0.234,0.125,0.002,0.152,0.698,2
3872,0.0,0.037,0.255,0.145,0.002,0.178,0.729,2
3873,0.0,0.04,0.277,0.189,0.003,0.204,0.733,2
3874,0.0,0.039,0.298,0.243,0.003,0.207,0.739,2
3875,0.0,0.044,0.319,0.293,0.003,0.222,0.779,2
3876,0.0,0.044,0.34,0.341,0.003,0.245,0.735,2
3877,0.0,0.044,0.362,0.365,0.003,0.253,0.696,2
3878,0.0,0.044,0.383,0.373,0.003,0.271,0.705,1
3879,0.0,0.044,0.404,0.362,0.003,0.273,0.693,1
3880,0.0,0.044,0.426,0.354,0.003,0.276,0.661,1
3881,0.0,0.044,0.447,0.351,0.003,0.266,0.659,1
3882,0.0,0.044,0.468,0.347,0.003,0.278,0.666,1
3883,0.0,0.043,0.489,0.335,0.003,0.268,0.662,1
3884,0.0,0.043,0.511,0.324,0.003,0.264,0.691,1
3885,0.0,0.043,0.532,0.303,0.003,0.262,0.686,1
3886,0.0,0.043,0.553,0.306,0.003,0.257,0.691,1
3887,0.0,0.043,0.574,0.302,0.003,0.25,0.672,1
3888,0.0,0.043,0.596,0.295,0.003,0.241,0.679,1
3889,0.0,0.043,0.617,0.296,0.003,0.238,0.701,1
3890,0.0,0.043,0.638,0.295,0.003,0.248,0.67,1
3891,0.0,0.043,0.66,0.3,0.003,0.263,0.648,1
3892,0.0,0.043,0.681,0.287,0.003,0.274,0.618,1
3893,0.0,0.043,0.702,0.302,0.003,0.281,0.609,1
3894,0.0,0.044,0.723,0.296,0.003,0.293,0.619,1
3895,0.0,0.043,0.745,0.315,0.003,0.287,0.607,1
3896,0.0,0.043,0.766,0.313,0.003,0.282,0.611,1
3897,0.0,0.044,0.787,0.333,0.003,0.285,0.671,1
3898,0.0,0.054,0.809,0.367,0.004,0.313,0.651,1
3899,0.0,0.074,0.83,0.377,0.005,0.358,0.66,1
3900,0.0,0.052,0.851,0.356,0.003,0.344,0.594,1
3901,0.0,0.044,0.872,0.321,0.003,0.32,0.584,1
3902,0.0,0.044,0.894,0.336,0.003,0.29,0.688,1
3903,0.0,0.044,0.915,0.331,0.003,0.262,0.687,1
3904,0.0,0.044,0.936,0.335,0.003,0.243,0.694,1
3905,0.0,0.043,0.957,0.312,0.003,0.239,0.628,1
3906,0.0,0.064,0.979,0.3,0.004,0.34,0.541,1
3907,0.0,0.043,1.0,0.269,0.003,0.354,0.515,1
3908,0.167,0.043,0.0,0.245,0.003,0.327,0.531,1
3909,0.167,0.043,0.021,0.22,0.003,0.312,0.507,1
3910,0.167,0.046,0.043,0.188,0.003,0.378,0.438,1
3911,0.167,0.043,0.064,0.166,0.003,0.354,0.497,1
3912,0.167,0.041,0.085,0.14,0.003,0.311,0.584,2
3913,0.167,0.03,0.106,0.127,0.002,0.252,0.58,2
3914,0.167,0.026,0.128,0.124,0.002,0.212,0.617,2
3915,0.167,0.024,0.149,0.129,0.002,0.219,0.617,2
3916,0.167,0.039,0.17,0.165,0.003,0.227,0.569,2
3917,0.167,0.057,0.191,0.213,0.004,0.243,0.528,1
3918,0.167,0.077,0.213,0.292,0.005,0.302,0.437,1
3919,0.167,0.097,0.234,0.373,0.007,0.389,0.36,1
3920,0.167,0.093,0.255,0.399,0.007,0.513,0.264,1
3921,0.167,0.12,0.277,0.453,0.008,0.604,0.23,1
3922,0.167,0.095,0.298,0.477,0.007,0.551,0.291,1
3923,0.167,0.123,0.319,0.493,0.008,0.541,0.281,1
3924,0.167,0.143,0.34,0.541,0.01,0.55,0.376,1
3925,0.167,0.129,0.362,0.555,0.009,0.553,0.318,1
3926,0.167,0.131,0.383,0.551,0.009,0.549,0.241,1
3927,0.167,0.106,0.404,0.548,0.007,0.547,0.276,1
3928,0.167,0.116,0.426,0.546,0.008,0.55,0.279,1
3929,0.167,0.112,0.447,0.543,0.008,0.553,0.266,1
3930,0.167,0.119,0.468,0.534,0.008,0.546,0.269,1
3931,0.167,0.147,0.489,0.531,0.01,0.55,0.258,1
3932,0.167,0.148,0.511,0.535,0.01,0.562,0.242,1
3933,0.167,0.146,0.532,0.533,0.01,0.561,0.24,1
3934,0.167,0.144,0.553,0.535,0.01,0.577,0.243,1
3935,0.167,0.126,0.574,0.528,0.009,0.572,0.199,1
3936,0.167,0.144,0.596,0.525,0.01,0.562,0.393,1
3937,0.167,0.128,0.617,0.533,0.009,0.56,0.361,1
3938,0.167,0.139,0.638,0.542,0.009,0.562,0.354,1
3939,0.167,0.146,0.66,0.547,0.01,0.571,0.384,1
3940,0.167,0.137,0.681,0.542,0.009,0.569,0.403,1
3941,0.167,0.13,0.702,0.531,0.009,0.563,0.382,1
3942,0.167,0.09,0.723,0.506,0.006,0.513,0.36,1
3943,0.167,0.059,0.745,0.483,0.004,0.467,0.379,2
3944,0.167,0.044,0.766,0.454,0.003,0.423,0.404,2
3945,0.167,0.044,0.787,0.449,0.003,0.399,0.4,2
3946,0.167,0.053,0.809,0.455,0.004,0.403,0.37,2
3947,0.167,0.061,0.83,0.446,0.004,0.44,0.343,2
3948,0.167,0.047,0.851,0.409,0.003,0.431,0.343,2
3949,0.167,0.043,0.872,0.364,0.003,0.4,0.393,2
3950,0.167,0.049,0.894,0.401,0.003,0.367,0.483,2
3951,0.167,0.064,0.915,0.415,0.004,0.325,0.514,2
3952,0.167,0.069,0.936,0.438,0.005,0.299,0.531,2
3953,0.167,0.067,0.957,0.461,0.005,0.289,0.54,2
3954,0.167,0.125,0.979,0.452,0.008,0.424,0.484,1
3955,0.167,0.091,1.0,0.433,0.006,0.424,0.435,1
3956,0.333,0.067,0.0,0.399,0.005,0.405,0.405,2
3957,0.333,0.057,0.021,0.339,0.004,0.363,0.397,2
3958,0.333,0.067,0.043,0.269,0.005,0.421,0.328,2
3959,0.333,0.043,0.064,0.238,0.003,0.386,0.427,2
3960,0.333,0.043,0.085,0.195,0.003,0.339,0.419,2
3961,0.333,0.037,0.106,0.175,0.002,0.285,0.475,2
3962,0.333,0.042,0.128,0.144,0.003,0.259,0.552,2
3963,0.333,0.043,0.149,0.149,0.003,0.243,0.551,2
3964,0.333,0.047,0.17,0.166,0.003,0.249,0.527,2
3965,0.333,0.049,0.191,0.213,0.003,0.27,0.506,2
3966,0.333,0.061,0.213,0.301,0.004,0.333,0.483,2
3967,0.333,0.086,0.234,0.4,0.006,0.416,0.443,2
3968,0.333,0.086,0.255,0.404,0.006,0.538,0.303,2
3969,0.333,0.096,0.277,0.48,0.007,0.616,0.272,1
3970,0.333,0.053,0.298,0.485,0.004,0.563,0.305,2
3971,0.333,0.055,0.319,0.501,0.004,0.562,0.275,2
3972,0.333,0.089,0.34,0.544,0.006,0.564,0.352,1
3973,0.333,0.086,0.362,0.562,0.006,0.559,0.352,2
3974,0.333,0.086,0.383,0.558,0.006,0.562,0.345,2
3975,0.333,0.085,0.404,0.547,0.006,0.57,0.338,1
3976,0.333,0.088,0.426,0.541,0.006,0.573,0.304,1
3977,0.333,0.088,0.447,0.541,0.006,0.582,0.344,1
3978,0.333,0.086,0.468,0.534,0.006,0.58,0.325,1
3979,0.333,0.093,0.489,0.535,0.006,0.577,0.291,1
3980,0.333,0.094,0.511,0.533,0.006,0.589,0.3,1
3981,0.333,0.093,0.532,0.533,0.006,0.59,0.307,1
3982,0.333,0.093,0.553,0.528,0.006,0.599,0.289,1
3983,0.333,0.085,0.574,0.516,0.006,0.598,0.293,1
3984,0.333,0.087,0.596,0.51,0.006,0.589,0.304,1
3985,0.333,0.097,0.617,0.513,0.007,0.586,0.288,1
3986,0.333,0.089,0.638,0.516,0.006,0.59,0.321,1
3987,0.333,0.094,0.66,0.514,0.006,0.593,0.293,1
3988,0.333,0.085,0.681,0.506,0.006,0.585,0.296,1
3989,0.333,0.081,0.702,0.504,0.006,0.568,0.286,1
3990,0.333,0.054,0.723,0.465,0.004,0.521,0.271,2
3991,0.333,0.051,0.745,0.464,0.003,0.465,0.312,2
3992,0.333,0.044,0.766,0.448,0.003,0.427,0.383,2
3993,0.333,0.045,0.787,0.441,0.003,0.404,0.366,2
3994,0.333,0.045,0.809,0.458,0.003,0.406,0.365,2
3995,0.333,0.048,0.83,0.447,0.003,0.435,0.31,2
3996,0.333,0.044,0.851,0.413,0.003,0.433,0.338,2
3997,0.333,0.043,0.872,0.379,0.003,0.396,0.381,2
3998,0.333,0.053,0.894,0.402,0.004,0.366,0.429,2
3999,0.333,0.049,0.915,0.406,0.003,0.317,0.481,2
4000,0.333,0.064,0.936,0.45,0.004,0.289,0.479,2
4001,0.333,0.055,0.957,0.463,0.004,0.291,0.459,2
4002,0.333,0.096,0.979,0.458,0.007,0.417,0.386,1
4003,0.333,0.089,1.0,0.442,0.006,0.426,0.444,1
